date,season,stage,round,is_playoff,home_team,away_team,home_goals,away_goals,home_ht_goals,away_ht_goals,source
2019-11-09,2019-20,Apertura,18,False,Tigres UANL,Pachuca,0.0,0.0,0.0,0.0,footballcsv
2019-11-09,2019-20,Apertura,18,False,Guadalajara,Querétaro,3.0,2.0,3.0,0.0,footballcsv
2019-11-09,2019-20,Apertura,18,False,León,Toluca,4.0,0.0,1.0,0.0,footballcsv
2019-11-10,2019-20,Apertura,18,False,Santos Laguna,Cruz Azul,3.0,1.0,2.0,0.0,footballcsv
2019-11-10,2019-20,Apertura,18,False,Pumas UNAM,FC Juárez,1.0,1.0,1.0,0.0,footballcsv
2019-11-22,2019-20,Apertura,19,False,Puebla,Necaxa,3.0,0.0,3.0,0.0,footballcsv
2019-11-22,2019-20,Apertura,19,False,Tijuana,León,1.0,2.0,0.0,1.0,footballcsv
2019-11-23,2019-20,Apertura,19,False,Cruz Azul,Atlético San Luis,3.0,1.0,1.0,1.0,footballcsv
2019-11-23,2019-20,Apertura,19,False,Guadalajara,Veracruz,3.0,1.0,0.0,1.0,footballcsv
2019-11-23,2019-20,Apertura,19,False,Pachuca,Pumas UNAM,2.0,0.0,1.0,0.0,footballcsv
2019-11-23,2019-20,Apertura,19,False,Querétaro,Monarcas Morelia,3.0,1.0,0.0,0.0,footballcsv
2019-11-23,2019-20,Apertura,19,False,Monterrey,Atlas,2.0,0.0,2.0,0.0,footballcsv
2019-11-24,2019-20,Apertura,19,False,Toluca,Santos Laguna,2.0,2.0,2.0,2.0,footballcsv
2019-11-24,2019-20,Apertura,19,False,FC Juárez,Tigres UANL,1.0,2.0,0.0,1.0,footballcsv
2019-11-27,2019-20,Apertura - Liguilla,Quarterfinals,True,Necaxa,Querétaro,3.0,0.0,0.0,0.0,footballcsv
2019-11-27,2019-20,Apertura - Liguilla,Quarterfinals,True,Monarcas Morelia,León,3.0,3.0,2.0,2.0,footballcsv
2019-11-28,2019-20,Apertura - Liguilla,Quarterfinals,True,América,Tigres UANL,1.0,2.0,1.0,0.0,footballcsv
2019-11-28,2019-20,Apertura - Liguilla,Quarterfinals,True,Monterrey,Santos Laguna,5.0,2.0,2.0,2.0,footballcsv
2019-11-30,2019-20,Apertura - Liguilla,Quarterfinals,True,Querétaro,Necaxa,2.0,3.0,2.0,0.0,footballcsv
2019-11-30,2019-20,Apertura - Liguilla,Quarterfinals,True,León,Monarcas Morelia,1.0,2.0,0.0,0.0,footballcsv
2019-12-01,2019-20,Apertura - Liguilla,Quarterfinals,True,Tigres UANL,América,2.0,4.0,0.0,3.0,footballcsv
2019-12-01,2019-20,Apertura - Liguilla,Quarterfinals,True,Santos Laguna,Monterrey,1.0,1.0,1.0,0.0,footballcsv
2019-12-04,2019-20,Apertura - Liguilla,Semifinals,True,Monterrey,Necaxa,2.0,1.0,1.0,0.0,footballcsv
2019-12-07,2019-20,Apertura - Liguilla,Semifinals,True,Necaxa,Monterrey,0.0,1.0,0.0,0.0,footballcsv
2019-12-08,2019-20,Apertura - Liguilla,Semifinals,True,América,Monarcas Morelia,2.0,0.0,2.0,0.0,footballcsv
2019-12-08,2019-20,Apertura - Liguilla,Semifinals,True,Monarcas Morelia,América,0.0,2.0,0.0,2.0,footballcsv
2019-12-26,2019-20,Apertura - Liguilla,Final,True,Monterrey,América,2.0,1.0,1.0,1.0,footballcsv
2019-12-29,2019-20,Apertura - Liguilla,Final,True,América,Monterrey,2.0,1.0,2.0,0.0,footballcsv
2020-01-10,2019-20,Clausura,1,False,Tijuana,Santos Laguna,2.0,1.0,1.0,0.0,footballcsv
2020-01-10,2019-20,Clausura,1,False,Monarcas Morelia,Toluca,0.0,1.0,0.0,1.0,footballcsv
2020-01-11,2019-20,Clausura,1,False,Cruz Azul,Atlas,1.0,2.0,1.0,1.0,footballcsv
2020-01-11,2019-20,Clausura,1,False,Guadalajara,FC Juárez,2.0,0.0,2.0,0.0,footballcsv
2020-01-11,2019-20,Clausura,1,False,León,Querétaro,3.0,1.0,2.0,1.0,footballcsv
2020-01-11,2019-20,Clausura,1,False,Tigres UANL,Atlético San Luis,0.0,0.0,0.0,0.0,footballcsv
2020-01-12,2019-20,Clausura,1,False,Pumas UNAM,Pachuca,2.0,1.0,1.0,0.0,footballcsv
2020-01-16,2019-20,Clausura,2,False,FC Juárez,Pumas UNAM,4.0,4.0,3.0,2.0,footballcsv
2020-01-17,2019-20,Clausura,2,False,Atlético San Luis,Cruz Azul,2.0,1.0,1.0,0.0,footballcsv
2020-01-17,2019-20,Clausura,2,False,Atlas,Puebla,0.0,1.0,0.0,1.0,footballcsv
2020-01-18,2019-20,Clausura,2,False,Pachuca,Guadalajara,0.0,0.0,0.0,0.0,footballcsv
2020-01-18,2019-20,Clausura,2,False,Monterrey,Monarcas Morelia,2.0,2.0,1.0,1.0,footballcsv
2020-01-18,2019-20,Clausura,2,False,América,Tigres UANL,1.0,0.0,0.0,0.0,footballcsv
2020-01-19,2019-20,Clausura,2,False,Santos Laguna,León,3.0,2.0,0.0,1.0,footballcsv
2020-01-19,2019-20,Clausura,2,False,Toluca,Necaxa,2.0,3.0,2.0,1.0,footballcsv
2020-01-19,2019-20,Clausura,2,False,Querétaro,Tijuana,3.0,0.0,2.0,0.0,footballcsv
2020-01-24,2019-20,Clausura,3,False,Puebla,Querétaro,0.0,1.0,0.0,0.0,footballcsv
2020-01-24,2019-20,Clausura,3,False,Tijuana,América,0.0,0.0,0.0,0.0,footballcsv
2020-01-25,2019-20,Clausura,3,False,León,Pachuca,3.0,0.0,2.0,0.0,footballcsv
2020-01-25,2019-20,Clausura,3,False,Cruz Azul,Santos Laguna,3.0,0.0,1.0,0.0,footballcsv
2020-01-25,2019-20,Clausura,3,False,Tigres UANL,Atlas,2.0,1.0,1.0,0.0,footballcsv
2020-01-25,2019-20,Clausura,3,False,Guadalajara,Toluca,2.0,2.0,1.0,0.0,footballcsv
2020-01-26,2019-20,Clausura,3,False,FC Juárez,Monarcas Morelia,3.0,0.0,1.0,0.0,footballcsv
2020-01-26,2019-20,Clausura,3,False,Necaxa,Atlético San Luis,1.0,1.0,0.0,1.0,footballcsv
2020-01-26,2019-20,Clausura,3,False,Pumas UNAM,Monterrey,1.0,0.0,0.0,0.0,footballcsv
2020-01-31,2019-20,Clausura,4,False,Atlético San Luis,Guadalajara,2.0,2.0,0.0,2.0,footballcsv
2020-01-31,2019-20,Clausura,4,False,Atlas,Tijuana,2.0,1.0,1.0,0.0,footballcsv
2020-02-01,2019-20,Clausura,4,False,Monarcas Morelia,León,1.0,2.0,1.0,1.0,footballcsv
2020-02-01,2019-20,Clausura,4,False,Monterrey,Querétaro,1.0,2.0,0.0,1.0,footballcsv
2020-02-01,2019-20,Clausura,4,False,América,FC Juárez,1.0,3.0,0.0,2.0,footballcsv
2020-02-01,2019-20,Clausura,4,False,Necaxa,Puebla,2.0,0.0,1.0,0.0,footballcsv
2020-02-01,2019-20,Clausura,4,False,Pachuca,Tigres UANL,2.0,0.0,0.0,0.0,footballcsv
2020-02-01,2019-20,Clausura,4,False,Santos Laguna,Pumas UNAM,1.0,1.0,0.0,0.0,footballcsv
2020-02-02,2019-20,Clausura,4,False,Toluca,Cruz Azul,3.0,3.0,2.0,2.0,footballcsv
2020-02-04,2019-20,Clausura,1,False,Puebla,América,0.0,1.0,0.0,0.0,footballcsv
2020-02-05,2019-20,Clausura,1,False,Necaxa,Monterrey,2.0,2.0,1.0,1.0,footballcsv
2020-02-06,2019-20,Clausura,5,False,Atlas,Monarcas Morelia,1.0,3.0,0.0,1.0,footballcsv
2020-02-07,2019-20,Clausura,5,False,Tijuana,Toluca,1.0,1.0,0.0,0.0,footballcsv
2020-02-07,2019-20,Clausura,5,False,Puebla,Santos Laguna,2.0,2.0,0.0,1.0,footballcsv
2020-02-08,2019-20,Clausura,5,False,León,Monterrey,3.0,1.0,1.0,1.0,footballcsv
2020-02-08,2019-20,Clausura,5,False,Cruz Azul,Pachuca,3.0,1.0,0.0,0.0,footballcsv
2020-02-08,2019-20,Clausura,5,False,Tigres UANL,Guadalajara,3.0,0.0,0.0,0.0,footballcsv
2020-02-09,2019-20,Clausura,5,False,FC Juárez,Necaxa,2.0,1.0,1.0,1.0,footballcsv
2020-02-09,2019-20,Clausura,5,False,Querétaro,América,1.0,2.0,1.0,1.0,footballcsv
2020-02-09,2019-20,Clausura,5,False,Pumas UNAM,Atlético San Luis,4.0,0.0,2.0,0.0,footballcsv
2020-02-14,2019-20,Clausura,6,False,Atlético San Luis,León,3.0,1.0,1.0,1.0,footballcsv
2020-02-14,2019-20,Clausura,6,False,Monarcas Morelia,Tijuana,1.0,1.0,1.0,0.0,footballcsv
2020-02-15,2019-20,Clausura,6,False,América,Atlas,2.0,0.0,1.0,0.0,footballcsv
2020-02-15,2019-20,Clausura,6,False,Toluca,Pumas UNAM,2.0,3.0,2.0,1.0,footballcsv
2020-02-15,2019-20,Clausura,6,False,Guadalajara,Cruz Azul,1.0,2.0,1.0,2.0,footballcsv
2020-02-15,2019-20,Clausura,6,False,Monterrey,FC Juárez,1.0,1.0,1.0,1.0,footballcsv
2020-02-15,2019-20,Clausura,6,False,Pachuca,Puebla,1.0,0.0,1.0,0.0,footballcsv
2020-02-16,2019-20,Clausura,6,False,Santos Laguna,Tigres UANL,2.0,1.0,1.0,0.0,footballcsv
2020-02-16,2019-20,Clausura,6,False,Necaxa,Querétaro,2.0,3.0,1.0,2.0,footballcsv
2020-02-21,2019-20,Clausura,7,False,Puebla,Toluca,2.0,0.0,1.0,0.0,footballcsv
2020-02-21,2019-20,Clausura,7,False,Tijuana,Guadalajara,0.0,1.0,0.0,1.0,footballcsv
2020-02-21,2019-20,Clausura,7,False,Atlas,Pachuca,0.0,2.0,0.0,0.0,footballcsv
2020-02-22,2019-20,Clausura,7,False,León,Necaxa,2.0,1.0,1.0,0.0,footballcsv
2020-02-22,2019-20,Clausura,7,False,Cruz Azul,Tigres UANL,2.0,1.0,1.0,0.0,footballcsv
2020-02-22,2019-20,Clausura,7,False,Monterrey,América,0.0,1.0,0.0,1.0,footballcsv
2020-02-23,2019-20,Clausura,7,False,FC Juárez,Santos Laguna,1.0,2.0,0.0,1.0,footballcsv
2020-02-23,2019-20,Clausura,7,False,Pumas UNAM,Monarcas Morelia,1.0,2.0,1.0,0.0,footballcsv
2020-02-23,2019-20,Clausura,7,False,Querétaro,Atlético San Luis,0.0,1.0,0.0,1.0,footballcsv
2020-02-28,2019-20,Clausura,8,False,Atlético San Luis,FC Juárez,0.0,3.0,0.0,3.0,footballcsv
2020-02-28,2019-20,Clausura,8,False,Tijuana,Puebla,0.0,1.0,0.0,0.0,footballcsv
2020-02-28,2019-20,Clausura,8,False,Toluca,Monterrey,2.0,0.0,0.0,0.0,footballcsv
2020-02-28,2019-20,Clausura,8,False,Monarcas Morelia,Cruz Azul,2.0,4.0,0.0,2.0,footballcsv
2020-02-29,2019-20,Clausura,8,False,Tigres UANL,Pumas UNAM,3.0,0.0,1.0,0.0,footballcsv
2020-02-29,2019-20,Clausura,8,False,Pachuca,Querétaro,1.0,1.0,1.0,0.0,footballcsv
2020-02-29,2019-20,Clausura,8,False,América,Necaxa,0.0,3.0,0.0,2.0,footballcsv
2020-03-01,2019-20,Clausura,8,False,Guadalajara,León,2.0,0.0,0.0,0.0,footballcsv
2020-03-01,2019-20,Clausura,8,False,Santos Laguna,Atlas,1.0,0.0,1.0,0.0,footballcsv
2020-03-06,2019-20,Clausura,9,False,Querétaro,Toluca,1.0,1.0,0.0,1.0,footballcsv
2020-03-06,2019-20,Clausura,9,False,Pumas UNAM,América,3.0,3.0,1.0,1.0,footballcsv
2020-03-06,2019-20,Clausura,9,False,Puebla,Tigres UANL,0.0,0.0,0.0,0.0,footballcsv
2020-03-07,2019-20,Clausura,9,False,Cruz Azul,Tijuana,4.0,2.0,1.0,1.0,footballcsv
2020-03-07,2019-20,Clausura,9,False,Pachuca,Santos Laguna,1.0,0.0,1.0,0.0,footballcsv
2020-03-07,2019-20,Clausura,9,False,Atlas,Guadalajara,1.0,2.0,0.0,2.0,footballcsv
2020-03-07,2019-20,Clausura,9,False,Monterrey,Atlético San Luis,2.0,2.0,1.0,0.0,footballcsv
2020-03-08,2019-20,Clausura,9,False,FC Juárez,León,1.0,4.0,1.0,0.0,footballcsv
2020-03-08,2019-20,Clausura,9,False,Necaxa,Monarcas Morelia,1.0,2.0,1.0,2.0,footballcsv
2020-03-13,2019-20,Clausura,10,False,Tijuana,Pachuca,3.0,2.0,1.0,1.0,footballcsv
2020-03-13,2019-20,Clausura,10,False,Monarcas Morelia,Querétaro,4.0,0.0,1.0,0.0,footballcsv
2020-03-14,2019-20,Clausura,10,False,Atlético San Luis,Puebla,0.0,1.0,0.0,1.0,footballcsv
2020-03-14,2019-20,Clausura,10,False,Tigres UANL,FC Juárez,3.0,2.0,0.0,1.0,footballcsv
2020-03-14,2019-20,Clausura,10,False,León,Pumas UNAM,3.0,1.0,2.0,1.0,footballcsv
2020-03-14,2019-20,Clausura,10,False,Guadalajara,Monterrey,1.0,1.0,1.0,0.0,footballcsv
2020-03-15,2019-20,Clausura,10,False,América,Cruz Azul,0.0,1.0,0.0,0.0,footballcsv
2020-03-15,2019-20,Clausura,10,False,Toluca,Atlas,2.0,3.0,1.0,1.0,footballcsv
2020-03-15,2019-20,Clausura,10,False,Santos Laguna,Necaxa,2.0,1.0,1.0,1.0,footballcsv
2020-07-24,2020-21,Apertura,1,False,Necaxa,Tigres UANL,0.0,3.0,0.0,2.0,footballcsv
2020-07-25,2020-21,Apertura,1,False,Tijuana,Atlas,3.0,1.0,1.0,1.0,footballcsv
2020-07-25,2020-21,Apertura,1,False,Cruz Azul,Santos Laguna,2.0,0.0,1.0,0.0,footballcsv
2020-07-25,2020-21,Apertura,1,False,Guadalajara,León,0.0,0.0,0.0,0.0,footballcsv
2020-07-26,2020-21,Apertura,1,False,Pumas UNAM,Querétaro,3.0,2.0,1.0,0.0,footballcsv
2020-07-27,2020-21,Apertura,1,False,Pachuca,América,1.0,2.0,0.0,0.0,footballcsv
2020-07-27,2020-21,Apertura,1,False,Atlético San Luis,FC Juárez,1.0,1.0,1.0,0.0,footballcsv
2020-07-27,2020-21,Apertura,1,False,Mazatlán FC,Puebla,1.0,4.0,1.0,1.0,footballcsv
2020-07-28,2020-21,Apertura,1,False,Monterrey,Toluca,3.0,1.0,2.0,0.0,footballcsv
2020-07-31,2020-21,Apertura,2,False,Puebla,Cruz Azul,1.0,1.0,0.0,0.0,footballcsv
2020-07-31,2020-21,Apertura,2,False,FC Juárez,Necaxa,1.0,0.0,0.0,0.0,footballcsv
2020-08-01,2020-21,Apertura,2,False,América,Tijuana,4.0,0.0,1.0,0.0,footballcsv
2020-08-01,2020-21,Apertura,2,False,Tigres UANL,Pachuca,1.0,1.0,0.0,0.0,footballcsv
2020-08-02,2020-21,Apertura,2,False,Toluca,Atlético San Luis,3.0,2.0,2.0,1.0,footballcsv
2020-08-02,2020-21,Apertura,2,False,Querétaro,Mazatlán FC,1.0,1.0,0.0,0.0,footballcsv
2020-08-02,2020-21,Apertura,2,False,Santos Laguna,Guadalajara,2.0,0.0,1.0,0.0,footballcsv
2020-08-03,2020-21,Apertura,2,False,León,Monterrey,1.0,0.0,0.0,0.0,footballcsv
2020-08-03,2020-21,Apertura,2,False,Atlas,Pumas UNAM,1.0,2.0,0.0,1.0,footballcsv
2020-08-06,2020-21,Apertura,3,False,Tijuana,Tigres UANL,0.0,0.0,0.0,0.0,footballcsv
2020-08-06,2020-21,Apertura,3,False,Pachuca,Querétaro,1.0,0.0,1.0,0.0,footballcsv
2020-08-07,2020-21,Apertura,3,False,Mazatlán FC,Toluca,2.0,1.0,2.0,1.0,footballcsv
2020-08-07,2020-21,Apertura,3,False,Necaxa,América,1.0,1.0,0.0,1.0,footballcsv
2020-08-08,2020-21,Apertura,3,False,Cruz Azul,León,2.0,0.0,1.0,0.0,footballcsv
2020-08-08,2020-21,Apertura,3,False,Monterrey,Santos Laguna,2.0,2.0,1.0,1.0,footballcsv
2020-08-08,2020-21,Apertura,3,False,Guadalajara,Puebla,0.0,1.0,0.0,0.0,footballcsv
2020-08-09,2020-21,Apertura,3,False,Atlético San Luis,Atlas,1.0,1.0,1.0,1.0,footballcsv
2020-08-09,2020-21,Apertura,3,False,Pumas UNAM,FC Juárez,1.0,1.0,0.0,0.0,footballcsv
2020-08-11,2020-21,Apertura,4,False,Pachuca,León,0.0,1.0,0.0,0.0,footballcsv
2020-08-11,2020-21,Apertura,4,False,Tigres UANL,Puebla,2.0,1.0,2.0,0.0,footballcsv
2020-08-11,2020-21,Apertura,4,False,Necaxa,Mazatlán FC,1.0,0.0,1.0,0.0,footballcsv
2020-08-12,2020-21,Apertura,4,False,Querétaro,Cruz Azul,1.0,0.0,1.0,0.0,footballcsv
2020-08-12,2020-21,Apertura,4,False,FC Juárez,Guadalajara,0.0,2.0,0.0,0.0,footballcsv
2020-08-12,2020-21,Apertura,4,False,Pumas UNAM,Monterrey,1.0,1.0,1.0,0.0,footballcsv
2020-08-12,2020-21,Apertura,4,False,Tijuana,Atlético San Luis,0.0,2.0,0.0,1.0,footballcsv
2020-08-13,2020-21,Apertura,4,False,Atlas,Toluca,1.0,2.0,1.0,1.0,footballcsv
2020-08-13,2020-21,Apertura,4,False,América,Santos Laguna,3.0,1.0,3.0,0.0,footballcsv
2020-08-14,2020-21,Apertura,5,False,Puebla,Pachuca,0.0,1.0,0.0,0.0,footballcsv
2020-08-15,2020-21,Apertura,5,False,Mazatlán FC,Pumas UNAM,0.0,0.0,0.0,0.0,footballcsv
2020-08-15,2020-21,Apertura,5,False,Cruz Azul,FC Juárez,3.0,2.0,1.0,1.0,footballcsv
2020-08-15,2020-21,Apertura,5,False,Monterrey,Necaxa,1.0,1.0,0.0,0.0,footballcsv
2020-08-15,2020-21,Apertura,5,False,Guadalajara,Atlético San Luis,2.0,1.0,0.0,0.0,footballcsv
2020-08-16,2020-21,Apertura,5,False,Santos Laguna,Atlas,0.0,0.0,0.0,0.0,footballcsv
2020-08-16,2020-21,Apertura,5,False,Querétaro,América,4.0,1.0,1.0,0.0,footballcsv
2020-08-16,2020-21,Apertura,5,False,Toluca,Tigres UANL,3.0,2.0,1.0,1.0,footballcsv
2020-08-17,2020-21,Apertura,5,False,León,Tijuana,2.0,1.0,0.0,1.0,footballcsv
2020-08-21,2020-21,Apertura,6,False,FC Juárez,León,0.0,0.0,0.0,0.0,footballcsv
2020-08-21,2020-21,Apertura,6,False,Necaxa,Santos Laguna,2.0,1.0,0.0,1.0,footballcsv
2020-08-22,2020-21,Apertura,6,False,Atlas,Querétaro,1.0,0.0,1.0,0.0,footballcsv
2020-08-22,2020-21,Apertura,6,False,Tigres UANL,Pumas UNAM,1.0,1.0,0.0,0.0,footballcsv
2020-08-22,2020-21,Apertura,6,False,América,Monterrey,1.0,3.0,0.0,2.0,footballcsv
2020-08-23,2020-21,Apertura,6,False,Toluca,Guadalajara,1.0,0.0,0.0,0.0,footballcsv
2020-08-23,2020-21,Apertura,6,False,Tijuana,Puebla,1.0,0.0,1.0,0.0,footballcsv
2020-08-23,2020-21,Apertura,6,False,Atlético San Luis,Cruz Azul,1.0,3.0,1.0,2.0,footballcsv
2020-08-24,2020-21,Apertura,6,False,Pachuca,Mazatlán FC,4.0,3.0,2.0,1.0,footballcsv
2020-08-28,2020-21,Apertura,7,False,Puebla,Toluca,4.0,1.0,2.0,1.0,footballcsv
2020-08-28,2020-21,Apertura,7,False,Mazatlán FC,Tigres UANL,1.0,1.0,0.0,0.0,footballcsv
2020-08-29,2020-21,Apertura,7,False,Atlético San Luis,América,1.0,2.0,1.0,1.0,footballcsv
2020-08-29,2020-21,Apertura,7,False,Guadalajara,Pachuca,0.0,0.0,0.0,0.0,footballcsv
2020-08-29,2020-21,Apertura,7,False,Cruz Azul,Necaxa,3.0,0.0,1.0,0.0,footballcsv
2020-08-30,2020-21,Apertura,7,False,Pumas UNAM,Tijuana,3.0,0.0,1.0,0.0,footballcsv
2020-08-30,2020-21,Apertura,7,False,Monterrey,FC Juárez,2.0,1.0,0.0,1.0,footballcsv
2020-08-30,2020-21,Apertura,7,False,Santos Laguna,Querétaro,2.0,1.0,1.0,1.0,footballcsv
2020-08-31,2020-21,Apertura,7,False,León,Atlas,2.0,1.0,2.0,1.0,footballcsv
2020-09-02,2020-21,Apertura,8,False,América,Mazatlán FC,3.0,1.0,0.0,0.0,footballcsv
2020-09-03,2020-21,Apertura,8,False,Pachuca,Atlético San Luis,3.0,1.0,2.0,0.0,footballcsv
2020-09-03,2020-21,Apertura,8,False,Querétaro,Toluca,4.0,1.0,2.0,0.0,footballcsv
2020-09-04,2020-21,Apertura,8,False,Tijuana,Monterrey,2.0,1.0,1.0,1.0,footballcsv
2020-09-04,2020-21,Apertura,8,False,FC Juárez,Santos Laguna,1.0,1.0,0.0,0.0,footballcsv
2020-09-04,2020-21,Apertura,8,False,Necaxa,León,0.0,2.0,0.0,1.0,footballcsv
2020-09-05,2020-21,Apertura,8,False,Tigres UANL,Guadalajara,1.0,3.0,0.0,1.0,footballcsv
2020-09-05,2020-21,Apertura,8,False,Atlas,Cruz Azul,1.0,0.0,0.0,0.0,footballcsv
2020-09-05,2020-21,Apertura,8,False,Pumas UNAM,Puebla,4.0,1.0,2.0,1.0,footballcsv
2020-09-08,2020-21,Apertura,9,False,Atlético San Luis,Necaxa,2.0,1.0,0.0,1.0,footballcsv
2020-09-08,2020-21,Apertura,9,False,Toluca,FC Juárez,0.0,1.0,0.0,0.0,footballcsv
2020-09-08,2020-21,Apertura,9,False,Monterrey,Atlas,1.0,1.0,0.0,0.0,footballcsv
2020-09-08,2020-21,Apertura,9,False,Guadalajara,Querétaro,1.0,1.0,1.0,0.0,footballcsv
2020-09-08,2020-21,Apertura,9,False,Puebla,América,2.0,3.0,2.0,0.0,footballcsv
2020-09-09,2020-21,Apertura,9,False,León,Tigres UANL,1.0,1.0,1.0,0.0,footballcsv
2020-09-09,2020-21,Apertura,9,False,Santos Laguna,Pumas UNAM,1.0,2.0,0.0,1.0,footballcsv
2020-09-09,2020-21,Apertura,9,False,Mazatlán FC,Tijuana,1.0,0.0,1.0,0.0,footballcsv
2020-09-09,2020-21,Apertura,9,False,Cruz Azul,Pachuca,1.0,0.0,0.0,0.0,footballcsv
2020-09-11,2020-21,Apertura,10,False,FC Juárez,Puebla,1.0,0.0,1.0,0.0,footballcsv
2020-09-11,2020-21,Apertura,10,False,Necaxa,Guadalajara,1.0,2.0,0.0,0.0,footballcsv
2020-09-12,2020-21,Apertura,10,False,Atlas,Mazatlán FC,1.0,1.0,0.0,0.0,footballcsv
2020-09-12,2020-21,Apertura,10,False,Tigres UANL,Santos Laguna,2.0,0.0,1.0,0.0,footballcsv
2020-09-12,2020-21,Apertura,10,False,América,Toluca,1.0,1.0,1.0,1.0,footballcsv
2020-09-13,2020-21,Apertura,10,False,Pumas UNAM,Atlético San Luis,3.0,0.0,1.0,0.0,footballcsv
2020-09-13,2020-21,Apertura,10,False,Querétaro,León,2.0,3.0,0.0,1.0,footballcsv
2020-09-13,2020-21,Apertura,10,False,Tijuana,Cruz Azul,1.0,2.0,1.0,0.0,footballcsv
2020-09-14,2020-21,Apertura,10,False,Pachuca,Monterrey,1.0,1.0,0.0,1.0,footballcsv
2020-09-18,2020-21,Apertura,11,False,Necaxa,Puebla,0.0,1.0,0.0,1.0,footballcsv
2020-09-18,2020-21,Apertura,11,False,Mazatlán FC,Cruz Azul,2.0,3.0,1.0,1.0,footballcsv
2020-09-19,2020-21,Apertura,11,False,Tigres UANL,Querétaro,3.0,0.0,0.0,0.0,footballcsv
2020-09-19,2020-21,Apertura,11,False,América,Guadalajara,1.0,0.0,1.0,0.0,footballcsv
2020-09-19,2020-21,Apertura,11,False,Atlas,Pachuca,0.0,1.0,0.0,0.0,footballcsv
2020-09-20,2020-21,Apertura,11,False,Atlético San Luis,Monterrey,1.0,2.0,1.0,2.0,footballcsv
2020-09-20,2020-21,Apertura,11,False,Toluca,Santos Laguna,1.0,2.0,0.0,1.0,footballcsv
2020-09-21,2020-21,Apertura,11,False,León,Pumas UNAM,2.0,0.0,1.0,0.0,footballcsv
2020-09-24,2020-21,Apertura,12,False,Pachuca,Toluca,0.0,0.0,0.0,0.0,footballcsv
2020-09-25,2020-21,Apertura,12,False,FC Juárez,Atlas,0.0,1.0,0.0,1.0,footballcsv
2020-09-25,2020-21,Apertura,12,False,Puebla,Querétaro,3.0,3.0,1.0,2.0,footballcsv
2020-09-26,2020-21,Apertura,12,False,Monterrey,Tigres UANL,0.0,2.0,0.0,1.0,footballcsv
2020-09-26,2020-21,Apertura,12,False,Pumas UNAM,Necaxa,1.0,1.0,0.0,1.0,footballcsv
2020-09-26,2020-21,Apertura,12,False,Guadalajara,Mazatlán FC,2.0,1.0,2.0,1.0,footballcsv
2020-09-27,2020-21,Apertura,12,False,Cruz Azul,América,0.0,0.0,0.0,0.0,footballcsv
2020-09-27,2020-21,Apertura,12,False,Atlético San Luis,León,0.0,2.0,0.0,1.0,footballcsv
2020-09-30,2020-21,Apertura,11,False,Tijuana,FC Juárez,2.0,1.0,1.0,1.0,footballcsv
2020-10-02,2020-21,Apertura,13,False,Puebla,Santos Laguna,0.0,2.0,0.0,2.0,footballcsv
2020-10-02,2020-21,Apertura,13,False,León,Mazatlán FC,2.0,1.0,0.0,0.0,footballcsv
2020-10-03,2020-21,Apertura,13,False,Atlas,Necaxa,0.0,1.0,0.0,0.0,footballcsv
2020-10-03,2020-21,Apertura,13,False,Tigres UANL,Atlético San Luis,3.0,0.0,0.0,0.0,footballcsv
2020-10-03,2020-21,Apertura,13,False,América,Pumas UNAM,2.0,2.0,1.0,1.0,footballcsv
2020-10-04,2020-21,Apertura,13,False,Querétaro,Monterrey,1.0,2.0,0.0,0.0,footballcsv
2020-10-04,2020-21,Apertura,13,False,FC Juárez,Pachuca,1.0,1.0,0.0,1.0,footballcsv
2020-10-04,2020-21,Apertura,13,False,Tijuana,Guadalajara,0.0,0.0,0.0,0.0,footballcsv
2020-10-04,2020-21,Apertura,13,False,Toluca,Cruz Azul,2.0,0.0,1.0,0.0,footballcsv
2020-10-11,2020-21,Apertura,12,False,Santos Laguna,Tijuana,2.0,0.0,2.0,0.0,footballcsv
2020-10-15,2020-21,Apertura,14,False,Atlético San Luis,Querétaro,2.0,1.0,1.0,0.0,footballcsv
2020-10-16,2020-21,Apertura,14,False,Mazatlán FC,FC Juárez,3.0,2.0,3.0,1.0,footballcsv
2020-10-16,2020-21,Apertura,14,False,Necaxa,Tijuana,2.0,0.0,1.0,0.0,footballcsv
2020-10-17,2020-21,Apertura,14,False,Monterrey,Puebla,3.0,1.0,2.0,0.0,footballcsv
2020-10-17,2020-21,Apertura,14,False,Guadalajara,Atlas,3.0,2.0,2.0,0.0,footballcsv
2020-10-17,2020-21,Apertura,14,False,Cruz Azul,Tigres UANL,0.0,2.0,0.0,0.0,footballcsv
2020-10-18,2020-21,Apertura,14,False,Pumas UNAM,Toluca,1.0,0.0,0.0,0.0,footballcsv
2020-10-18,2020-21,Apertura,14,False,Santos Laguna,Pachuca,1.0,1.0,1.0,1.0,footballcsv
2020-10-19,2020-21,Apertura,14,False,León,América,3.0,2.0,2.0,2.0,footballcsv
2020-10-23,2020-21,Apertura,15,False,Puebla,León,1.0,2.0,0.0,0.0,footballcsv
2020-10-24,2020-21,Apertura,15,False,Querétaro,Necaxa,0.0,1.0,0.0,1.0,footballcsv
2020-10-24,2020-21,Apertura,15,False,Tigres UANL,FC Juárez,1.0,1.0,0.0,0.0,footballcsv
