date,season,stage,round,is_playoff,home_team_raw,away_team_raw,home_goals,away_goals,home_ht_goals,away_ht_goals,source,home_team,away_team
2023-08-18,2023-24,Apertura,4,False,Puebla FC,Atlético San Luis,1.0,2.0,0.0,1.0,footballcsv,Puebla,Atlético San Luis
2023-08-18,2023-24,Apertura,4,False,FC Juárez,Deportivo Guadalajara,1.0,1.0,0.0,1.0,footballcsv,FC Juárez,Guadalajara
2023-08-20,2023-24,Apertura,4,False,Club Necaxa,UANL Tigres,0.0,3.0,0.0,1.0,footballcsv,Necaxa,Tigres UANL
2023-08-20,2023-24,Apertura,4,False,CF América,Atlas Guadalajara,1.0,1.0,1.0,1.0,footballcsv,América,Atlas
2023-08-20,2023-24,Apertura,4,False,Gallos Blancos,CF Pachuca,1.0,1.0,1.0,0.0,footballcsv,Querétaro,Pachuca
2023-08-20,2023-24,Apertura,4,False,Cruz Azul,Santos Laguna,2.0,2.0,2.0,1.0,footballcsv,Cruz Azul,Santos Laguna
2023-08-22,2023-24,Apertura,5,False,Mazatlán FC,Puebla FC,1.0,0.0,0.0,0.0,footballcsv,Mazatlán FC,Puebla
2023-08-22,2023-24,Apertura,5,False,Deportivo Guadalajara,Club Tijuana,1.0,0.0,0.0,0.0,footballcsv,Guadalajara,Tijuana
2023-08-22,2023-24,Apertura,5,False,FC Juárez,Pumas UNAM,4.0,1.0,3.0,0.0,footballcsv,FC Juárez,Pumas UNAM
2023-08-23,2023-24,Apertura,5,False,CF América,Club Necaxa,3.0,2.0,2.0,1.0,footballcsv,América,Necaxa
2023-08-23,2023-24,Apertura,5,False,Atlético San Luis,Club León,3.0,0.0,1.0,0.0,footballcsv,Atlético San Luis,León
2023-08-23,2023-24,Apertura,5,False,CF Pachuca,Cruz Azul,1.0,0.0,0.0,0.0,footballcsv,Pachuca,Cruz Azul
2023-08-25,2023-24,Apertura,6,False,Club Tijuana,Mazatlán FC,1.0,1.0,1.0,1.0,footballcsv,Tijuana,Mazatlán FC
2023-08-25,2023-24,Apertura,6,False,Puebla FC,FC Juárez,1.0,0.0,1.0,0.0,footballcsv,Puebla,FC Juárez
2023-08-26,2023-24,Apertura,6,False,Santos Laguna,Deportivo Guadalajara,2.0,1.0,0.0,0.0,footballcsv,Santos Laguna,Guadalajara
2023-08-26,2023-24,Apertura,6,False,CF América,Club León,1.0,1.0,0.0,0.0,footballcsv,América,León
2023-08-26,2023-24,Apertura,6,False,Atlas Guadalajara,Deportivo Toluca,0.0,0.0,0.0,0.0,footballcsv,Atlas,Toluca
2023-08-27,2023-24,Apertura,6,False,CF Monterrey,Cruz Azul,1.0,2.0,1.0,1.0,footballcsv,Monterrey,Cruz Azul
2023-08-27,2023-24,Apertura,6,False,Club Necaxa,Gallos Blancos,0.0,1.0,0.0,0.0,footballcsv,Necaxa,Querétaro
2023-08-27,2023-24,Apertura,6,False,Pumas UNAM,UANL Tigres,2.0,1.0,0.0,0.0,footballcsv,Pumas UNAM,Tigres UANL
2023-08-28,2023-24,Apertura,6,False,CF Pachuca,Atlético San Luis,0.0,2.0,0.0,0.0,footballcsv,Pachuca,Atlético San Luis
2023-08-30,2023-24,Apertura,5,False,Deportivo Toluca,CF Monterrey,1.0,0.0,1.0,0.0,footballcsv,Toluca,Monterrey
2023-08-30,2023-24,Apertura,5,False,Gallos Blancos,Atlas Guadalajara,1.0,2.0,0.0,1.0,footballcsv,Querétaro,Atlas
2023-08-30,2023-24,Apertura,5,False,UANL Tigres,Santos Laguna,3.0,2.0,1.0,1.0,footballcsv,Tigres UANL,Santos Laguna
2023-09-01,2023-24,Apertura,7,False,FC Juárez,Mazatlán FC,3.0,1.0,2.0,1.0,footballcsv,FC Juárez,Mazatlán FC
2023-09-01,2023-24,Apertura,7,False,Puebla FC,Club Tijuana,3.0,0.0,2.0,0.0,footballcsv,Puebla,Tijuana
2023-09-02,2023-24,Apertura,7,False,Cruz Azul,CF América,2.0,3.0,1.0,3.0,footballcsv,Cruz Azul,América
2023-09-02,2023-24,Apertura,7,False,Club León,Club Necaxa,1.0,1.0,0.0,1.0,footballcsv,León,Necaxa
2023-09-02,2023-24,Apertura,7,False,Santos Laguna,Pumas UNAM,2.0,1.0,2.0,1.0,footballcsv,Santos Laguna,Pumas UNAM
2023-09-02,2023-24,Apertura,7,False,UANL Tigres,Gallos Blancos,5.0,0.0,2.0,0.0,footballcsv,Tigres UANL,Querétaro
2023-09-03,2023-24,Apertura,7,False,Deportivo Toluca,CF Pachuca,5.0,0.0,2.0,0.0,footballcsv,Toluca,Pachuca
2023-09-03,2023-24,Apertura,7,False,Atlético San Luis,Atlas Guadalajara,2.0,0.0,1.0,0.0,footballcsv,Atlético San Luis,Atlas
2023-09-03,2023-24,Apertura,7,False,Deportivo Guadalajara,CF Monterrey,1.0,2.0,0.0,2.0,footballcsv,Guadalajara,Monterrey
2023-09-15,2023-24,Apertura,8,False,Mazatlán FC,Cruz Azul,2.0,2.0,2.0,0.0,footballcsv,Mazatlán FC,Cruz Azul
2023-09-15,2023-24,Apertura,8,False,Club Tijuana,Deportivo Toluca,2.0,1.0,2.0,0.0,footballcsv,Tijuana,Toluca
2023-09-16,2023-24,Apertura,8,False,CF América,Deportivo Guadalajara,4.0,0.0,2.0,0.0,footballcsv,América,Guadalajara
2023-09-16,2023-24,Apertura,8,False,CF Monterrey,Club León,3.0,1.0,2.0,1.0,footballcsv,Monterrey,León
2023-09-16,2023-24,Apertura,8,False,Club Necaxa,FC Juárez,1.0,1.0,1.0,1.0,footballcsv,Necaxa,FC Juárez
2023-09-17,2023-24,Apertura,8,False,Pumas UNAM,Atlético San Luis,3.0,2.0,0.0,1.0,footballcsv,Pumas UNAM,Atlético San Luis
2023-09-17,2023-24,Apertura,8,False,Atlas Guadalajara,UANL Tigres,2.0,0.0,2.0,0.0,footballcsv,Atlas,Tigres UANL
2023-09-17,2023-24,Apertura,8,False,Gallos Blancos,Puebla FC,1.0,1.0,0.0,1.0,footballcsv,Querétaro,Puebla
2023-09-18,2023-24,Apertura,8,False,CF Pachuca,Santos Laguna,3.0,2.0,1.0,0.0,footballcsv,Pachuca,Santos Laguna
2023-09-20,2023-24,Apertura,2,False,Gallos Blancos,CF América,1.0,2.0,1.0,0.0,footballcsv,Querétaro,América
2023-09-22,2023-24,Apertura,9,False,Atlético San Luis,Mazatlán FC,3.0,2.0,2.0,0.0,footballcsv,Atlético San Luis,Mazatlán FC
2023-09-22,2023-24,Apertura,9,False,Puebla FC,Pumas UNAM,0.0,2.0,0.0,1.0,footballcsv,Puebla,Pumas UNAM
2023-09-22,2023-24,Apertura,9,False,FC Juárez,Atlas Guadalajara,1.0,2.0,0.0,1.0,footballcsv,FC Juárez,Atlas
2023-09-23,2023-24,Apertura,9,False,Deportivo Guadalajara,CF Pachuca,0.0,0.0,0.0,0.0,footballcsv,Guadalajara,Pachuca
2023-09-23,2023-24,Apertura,9,False,Club León,Club Tijuana,1.0,0.0,0.0,0.0,footballcsv,León,Tijuana
2023-09-23,2023-24,Apertura,9,False,UANL Tigres,CF Monterrey,3.0,0.0,1.0,0.0,footballcsv,Tigres UANL,Monterrey
2023-09-24,2023-24,Apertura,9,False,Santos Laguna,Club Necaxa,2.0,5.0,0.0,1.0,footballcsv,Santos Laguna,Necaxa
2023-09-24,2023-24,Apertura,9,False,Deportivo Toluca,CF América,1.0,1.0,0.0,1.0,footballcsv,Toluca,América
2023-09-24,2023-24,Apertura,9,False,Cruz Azul,Gallos Blancos,1.0,3.0,1.0,0.0,footballcsv,Cruz Azul,Querétaro
2023-09-26,2023-24,Apertura,11,False,Deportivo Guadalajara,Mazatlán FC,1.0,3.0,0.0,2.0,footballcsv,Guadalajara,Mazatlán FC
2023-09-28,2023-24,Apertura,10,False,Atlas Guadalajara,Puebla FC,2.0,3.0,1.0,2.0,footballcsv,Atlas,Puebla
2023-09-29,2023-24,Apertura,10,False,Atlético San Luis,Cruz Azul,1.0,2.0,0.0,0.0,footballcsv,Atlético San Luis,Cruz Azul
2023-09-29,2023-24,Apertura,10,False,Club Tijuana,FC Juárez,5.0,1.0,1.0,1.0,footballcsv,Tijuana,FC Juárez
2023-09-29,2023-24,Apertura,10,False,Gallos Blancos,Club León,1.0,1.0,0.0,1.0,footballcsv,Querétaro,León
2023-09-30,2023-24,Apertura,10,False,CF Pachuca,Club Necaxa,1.0,1.0,1.0,1.0,footballcsv,Pachuca,Necaxa
2023-09-30,2023-24,Apertura,10,False,CF América,Pumas UNAM,1.0,0.0,0.0,0.0,footballcsv,América,Pumas UNAM
2023-09-30,2023-24,Apertura,10,False,Mazatlán FC,UANL Tigres,2.0,3.0,1.0,1.0,footballcsv,Mazatlán FC,Tigres UANL
2023-10-01,2023-24,Apertura,10,False,Deportivo Toluca,Deportivo Guadalajara,1.0,1.0,0.0,0.0,footballcsv,Toluca,Guadalajara
2023-10-03,2023-24,Apertura,11,False,Puebla FC,CF Monterrey,1.0,1.0,1.0,1.0,footballcsv,Puebla,Monterrey
2023-10-03,2023-24,Apertura,11,False,CF América,CF Pachuca,4.0,0.0,1.0,0.0,footballcsv,América,Pachuca
2023-10-04,2023-24,Apertura,11,False,UANL Tigres,Deportivo Toluca,2.0,2.0,1.0,1.0,footballcsv,Tigres UANL,Toluca
2023-10-04,2023-24,Apertura,11,False,Santos Laguna,Club Tijuana,2.0,1.0,1.0,1.0,footballcsv,Santos Laguna,Tijuana
2023-10-04,2023-24,Apertura,11,False,Club Necaxa,Cruz Azul,1.0,3.0,0.0,1.0,footballcsv,Necaxa,Cruz Azul
2023-10-04,2023-24,Apertura,11,False,Pumas UNAM,Gallos Blancos,4.0,0.0,2.0,0.0,footballcsv,Pumas UNAM,Querétaro
2023-10-06,2023-24,Apertura,12,False,Mazatlán FC,CF América,1.0,2.0,1.0,0.0,footballcsv,Mazatlán FC,América
2023-10-07,2023-24,Apertura,12,False,CF Pachuca,UANL Tigres,1.0,1.0,1.0,1.0,footballcsv,Pachuca,Tigres UANL
2023-10-07,2023-24,Apertura,12,False,Deportivo Guadalajara,Atlas Guadalajara,4.0,1.0,1.0,1.0,footballcsv,Guadalajara,Atlas
2023-10-07,2023-24,Apertura,12,False,CF Monterrey,FC Juárez,3.0,1.0,2.0,0.0,footballcsv,Monterrey,FC Juárez
2023-10-07,2023-24,Apertura,12,False,Cruz Azul,Pumas UNAM,1.0,4.0,1.0,1.0,footballcsv,Cruz Azul,Pumas UNAM
2023-10-08,2023-24,Apertura,12,False,Club Necaxa,Puebla FC,1.0,2.0,0.0,2.0,footballcsv,Necaxa,Puebla
2023-10-08,2023-24,Apertura,12,False,Club Tijuana,Atlético San Luis,2.0,1.0,1.0,0.0,footballcsv,Tijuana,Atlético San Luis
2023-10-08,2023-24,Apertura,12,False,Santos Laguna,Club León,0.0,2.0,0.0,1.0,footballcsv,Santos Laguna,León
2023-10-08,2023-24,Apertura,12,False,Deportivo Toluca,Gallos Blancos,3.0,1.0,1.0,1.0,footballcsv,Toluca,Querétaro
2023-10-20,2023-24,Apertura,13,False,Puebla FC,Deportivo Guadalajara,0.0,2.0,0.0,1.0,footballcsv,Puebla,Guadalajara
2023-10-20,2023-24,Apertura,13,False,Atlas Guadalajara,Mazatlán FC,1.0,3.0,1.0,2.0,footballcsv,Atlas,Mazatlán FC
2023-10-20,2023-24,Apertura,13,False,FC Juárez,CF Pachuca,0.0,1.0,0.0,0.0,footballcsv,FC Juárez,Pachuca
2023-10-21,2023-24,Apertura,13,False,Club León,Deportivo Toluca,1.0,0.0,1.0,0.0,footballcsv,León,Toluca
2023-10-21,2023-24,Apertura,13,False,UANL Tigres,Cruz Azul,2.0,1.0,0.0,1.0,footballcsv,Tigres UANL,Cruz Azul
2023-10-21,2023-24,Apertura,13,False,CF América,Santos Laguna,4.0,3.0,3.0,2.0,footballcsv,América,Santos Laguna
2023-10-21,2023-24,Apertura,13,False,Gallos Blancos,Club Tijuana,1.0,0.0,0.0,0.0,footballcsv,Querétaro,Tijuana
2023-10-22,2023-24,Apertura,13,False,Atlético San Luis,Club Necaxa,4.0,0.0,2.0,0.0,footballcsv,Atlético San Luis,Necaxa
2023-10-22,2023-24,Apertura,13,False,Pumas UNAM,CF Monterrey,0.0,1.0,0.0,0.0,footballcsv,Pumas UNAM,Monterrey
2023-10-24,2023-24,Apertura,11,False,Club León,Atlas Guadalajara,1.0,1.0,0.0,1.0,footballcsv,León,Atlas
2023-10-25,2023-24,Apertura,4,False,CF Monterrey,Club Tijuana,3.0,1.0,2.0,0.0,footballcsv,Monterrey,Tijuana
2023-10-25,2023-24,Apertura,11,False,FC Juárez,Atlético San Luis,3.0,2.0,2.0,0.0,footballcsv,FC Juárez,Atlético San Luis
2023-10-27,2023-24,Apertura,14,False,Club Necaxa,Pumas UNAM,1.0,0.0,0.0,0.0,footballcsv,Necaxa,Pumas UNAM
2023-10-27,2023-24,Apertura,14,False,Mazatlán FC,Gallos Blancos,3.0,0.0,0.0,0.0,footballcsv,Mazatlán FC,Querétaro
2023-10-28,2023-24,Apertura,14,False,Cruz Azul,Club León,1.0,0.0,1.0,0.0,footballcsv,Cruz Azul,León
2023-10-28,2023-24,Apertura,14,False,CF Pachuca,Puebla FC,1.0,1.0,1.0,1.0,footballcsv,Pachuca,Puebla
2023-10-28,2023-24,Apertura,14,False,CF Monterrey,CF América,0.0,3.0,0.0,3.0,footballcsv,Monterrey,América
2023-10-28,2023-24,Apertura,14,False,Deportivo Guadalajara,UANL Tigres,0.0,4.0,0.0,1.0,footballcsv,Guadalajara,Tigres UANL
2023-10-29,2023-24,Apertura,14,False,Club Tijuana,Atlas Guadalajara,2.0,0.0,1.0,0.0,footballcsv,Tijuana,Atlas
2023-10-29,2023-24,Apertura,14,False,Deportivo Toluca,Atlético San Luis,3.0,1.0,1.0,0.0,footballcsv,Toluca,Atlético San Luis
2023-10-29,2023-24,Apertura,14,False,Santos Laguna,FC Juárez,5.0,1.0,2.0,1.0,footballcsv,Santos Laguna,FC Juárez
2023-10-31,2023-24,Apertura,15,False,CF Monterrey,Club Necaxa,3.0,0.0,1.0,0.0,footballcsv,Monterrey,Necaxa
2023-10-31,2023-24,Apertura,15,False,Gallos Blancos,Deportivo Guadalajara,1.0,2.0,0.0,2.0,footballcsv,Querétaro,Guadalajara
2023-10-31,2023-24,Apertura,15,False,Club León,Pumas UNAM,1.0,1.0,0.0,1.0,footballcsv,León,Pumas UNAM
2023-10-31,2023-24,Apertura,15,False,Deportivo Toluca,Puebla FC,0.0,1.0,0.0,0.0,footballcsv,Toluca,Puebla
2023-11-01,2023-24,Apertura,15,False,Atlas Guadalajara,CF Pachuca,0.0,2.0,0.0,1.0,footballcsv,Atlas,Pachuca
2023-11-01,2023-24,Apertura,15,False,Cruz Azul,FC Juárez,2.0,0.0,1.0,0.0,footballcsv,Cruz Azul,FC Juárez
2023-11-01,2023-24,Apertura,15,False,Atlético San Luis,CF América,0.0,1.0,0.0,1.0,footballcsv,Atlético San Luis,América
2023-11-01,2023-24,Apertura,15,False,Mazatlán FC,Santos Laguna,3.0,1.0,2.0,1.0,footballcsv,Mazatlán FC,Santos Laguna
2023-11-01,2023-24,Apertura,15,False,Club Tijuana,UANL Tigres,2.0,0.0,2.0,0.0,footballcsv,Tijuana,Tigres UANL
2023-11-03,2023-24,Apertura,16,False,Puebla FC,Club León,5.0,4.0,1.0,3.0,footballcsv,Puebla,León
2023-11-04,2023-24,Apertura,16,False,Deportivo Guadalajara,Cruz Azul,1.0,0.0,0.0,0.0,footballcsv,Guadalajara,Cruz Azul
2023-11-04,2023-24,Apertura,16,False,UANL Tigres,Atlético San Luis,2.0,2.0,0.0,0.0,footballcsv,Tigres UANL,Atlético San Luis
2023-11-04,2023-24,Apertura,16,False,CF América,Club Tijuana,3.0,0.0,0.0,0.0,footballcsv,América,Tijuana
2023-11-04,2023-24,Apertura,16,False,CF Pachuca,CF Monterrey,0.0,2.0,0.0,2.0,footballcsv,Pachuca,Monterrey
2023-11-05,2023-24,Apertura,16,False,Santos Laguna,Deportivo Toluca,3.0,1.0,1.0,0.0,footballcsv,Santos Laguna,Toluca
2023-11-05,2023-24,Apertura,16,False,Pumas UNAM,Atlas Guadalajara,3.0,0.0,1.0,0.0,footballcsv,Pumas UNAM,Atlas
2023-11-05,2023-24,Apertura,16,False,Club Necaxa,Mazatlán FC,4.0,0.0,2.0,0.0,footballcsv,Necaxa,Mazatlán FC
2023-11-05,2023-24,Apertura,16,False,FC Juárez,Gallos Blancos,0.0,3.0,0.0,1.0,footballcsv,FC Juárez,Querétaro
2023-11-08,2023-24,Apertura,10,False,CF Monterrey,Santos Laguna,3.0,0.0,1.0,0.0,footballcsv,Monterrey,Santos Laguna
2023-11-10,2023-24,Apertura,17,False,Atlas Guadalajara,Club Necaxa,0.0,0.0,0.0,0.0,footballcsv,Atlas,Necaxa
2023-11-10,2023-24,Apertura,17,False,Mazatlán FC,Deportivo Toluca,1.0,0.0,0.0,0.0,footballcsv,Mazatlán FC,Toluca
2023-11-10,2023-24,Apertura,17,False,Club Tijuana,CF Pachuca,2.0,3.0,1.0,0.0,footballcsv,Tijuana,Pachuca
2023-11-11,2023-24,Apertura,17,False,Atlético San Luis,Santos Laguna,0.0,2.0,0.0,2.0,footballcsv,Atlético San Luis,Santos Laguna
2023-11-11,2023-24,Apertura,17,False,Gallos Blancos,CF Monterrey,0.0,0.0,0.0,0.0,footballcsv,Querétaro,Monterrey
2023-11-11,2023-24,Apertura,17,False,Pumas UNAM,Deportivo Guadalajara,1.0,0.0,1.0,0.0,footballcsv,Pumas UNAM,Guadalajara
2023-11-11,2023-24,Apertura,17,False,UANL Tigres,CF América,0.0,0.0,0.0,0.0,footballcsv,Tigres UANL,América
2023-11-12,2023-24,Apertura,17,False,Club León,FC Juárez,2.0,1.0,2.0,1.0,footballcsv,León,FC Juárez
2023-11-12,2023-24,Apertura,17,False,Cruz Azul,Puebla FC,1.0,2.0,1.0,1.0,footballcsv,Cruz Azul,Puebla
2023-11-23,2023-24,Apertura - Liguilla,Play-in round 1,True,Santos Laguna,Mazatlán FC,2.0,1.0,1.0,0.0,footballcsv,Santos Laguna,Mazatlán FC
2023-11-23,2023-24,Apertura - Liguilla,Play-in round 1,True,Atlético San Luis,Club León,3.0,2.0,2.0,1.0,footballcsv,Atlético San Luis,León
2023-11-26,2023-24,Apertura - Liguilla,Play-in round 2,True,Club León,Santos Laguna,3.0,2.0,2.0,0.0,footballcsv,León,Santos Laguna
2023-11-29,2023-24,Apertura - Liguilla,Quarterfinals,True,Atlético San Luis,CF Monterrey,1.0,0.0,1.0,0.0,footballcsv,Atlético San Luis,Monterrey
2023-11-29,2023-24,Apertura - Liguilla,Quarterfinals,True,Club León,CF América,2.0,2.0,2.0,1.0,footballcsv,León,América
2023-11-30,2023-24,Apertura - Liguilla,Quarterfinals,True,Deportivo Guadalajara,Pumas UNAM,1.0,0.0,1.0,0.0,footballcsv,Guadalajara,Pumas UNAM
2023-11-30,2023-24,Apertura - Liguilla,Quarterfinals,True,Puebla FC,UANL Tigres,2.0,2.0,1.0,1.0,footballcsv,Puebla,Tigres UANL
2023-12-02,2023-24,Apertura - Liguilla,Quarterfinals,True,CF Monterrey,Atlético San Luis,1.0,1.0,1.0,0.0,footballcsv,Monterrey,Atlético San Luis
2023-12-02,2023-24,Apertura - Liguilla,Quarterfinals,True,CF América,Club León,2.0,0.0,0.0,0.0,footballcsv,América,León
2023-12-03,2023-24,Apertura - Liguilla,Quarterfinals,True,UANL Tigres,Puebla FC,3.0,0.0,2.0,0.0,footballcsv,Tigres UANL,Puebla
2023-12-03,2023-24,Apertura - Liguilla,Quarterfinals,True,Pumas UNAM,Deportivo Guadalajara,3.0,0.0,2.0,0.0,footballcsv,Pumas UNAM,Guadalajara
2023-12-06,2023-24,Apertura - Liguilla,Semifinals,True,Atlético San Luis,CF América,0.0,5.0,0.0,2.0,footballcsv,Atlético San Luis,América
2023-12-07,2023-24,Apertura - Liguilla,Semifinals,True,Pumas UNAM,UANL Tigres,0.0,1.0,0.0,0.0,footballcsv,Pumas UNAM,Tigres UANL
2023-12-09,2023-24,Apertura - Liguilla,Semifinals,True,CF América,Atlético San Luis,0.0,2.0,0.0,0.0,footballcsv,América,Atlético San Luis
2023-12-10,2023-24,Apertura - Liguilla,Semifinals,True,UANL Tigres,Pumas UNAM,1.0,1.0,1.0,1.0,footballcsv,Tigres UANL,Pumas UNAM
2023-12-14,2023-24,Apertura - Liguilla,Final,True,UANL Tigres,CF América,1.0,1.0,0.0,0.0,footballcsv,Tigres UANL,América
2023-12-17,2023-24,Apertura - Liguilla,Final,True,CF América,UANL Tigres,0.0,0.0,0.0,0.0,footballcsv,América,Tigres UANL
2024-01-12,2023-24,Clausura,1,False,Gallos Blancos,Deportivo Toluca,2.0,2.0,1.0,0.0,footballcsv,Querétaro,Toluca
2024-01-12,2023-24,Clausura,1,False,Mazatlán FC,Atlético San Luis,0.0,1.0,0.0,0.0,footballcsv,Mazatlán FC,Atlético San Luis
2024-01-13,2023-24,Clausura,1,False,Cruz Azul,CF Pachuca,0.0,1.0,0.0,0.0,footballcsv,Cruz Azul,Pachuca
2024-01-13,2023-24,Clausura,1,False,Deportivo Guadalajara,Santos Laguna,1.0,1.0,0.0,0.0,footballcsv,Guadalajara,Santos Laguna
2024-01-13,2023-24,Clausura,1,False,CF Monterrey,Puebla FC,2.0,0.0,0.0,0.0,footballcsv,Monterrey,Puebla
2024-01-13,2023-24,Clausura,1,False,Club Tijuana,CF América,0.0,2.0,0.0,0.0,footballcsv,Tijuana,América
2024-01-14,2023-24,Clausura,1,False,Club Necaxa,Atlas Guadalajara,2.0,1.0,0.0,1.0,footballcsv,Necaxa,Atlas
2024-01-14,2023-24,Clausura,1,False,Pumas UNAM,FC Juárez,1.0,0.0,0.0,0.0,footballcsv,Pumas UNAM,FC Juárez
2024-01-17,2023-24,Clausura,1,False,Club León,UANL Tigres,1.0,2.0,0.0,0.0,footballcsv,León,Tigres UANL
2024-01-19,2023-24,Clausura,2,False,Atlético San Luis,Pumas UNAM,3.0,1.0,1.0,0.0,footballcsv,Atlético San Luis,Pumas UNAM
2024-01-19,2023-24,Clausura,2,False,FC Juárez,Cruz Azul,0.0,0.0,0.0,0.0,footballcsv,FC Juárez,Cruz Azul
2024-01-19,2023-24,Clausura,2,False,Puebla FC,Club Necaxa,1.0,2.0,0.0,0.0,footballcsv,Puebla,Necaxa
2024-01-20,2023-24,Clausura,2,False,Deportivo Toluca,Mazatlán FC,4.0,1.0,1.0,1.0,footballcsv,Toluca,Mazatlán FC
2024-01-20,2023-24,Clausura,2,False,CF América,Gallos Blancos,2.0,0.0,0.0,0.0,footballcsv,América,Querétaro
2024-01-20,2023-24,Clausura,2,False,Atlas Guadalajara,Club Tijuana,0.0,0.0,0.0,0.0,footballcsv,Atlas,Tijuana
2024-01-21,2023-24,Clausura,2,False,Santos Laguna,CF Monterrey,0.0,2.0,0.0,1.0,footballcsv,Santos Laguna,Monterrey
2024-01-21,2023-24,Clausura,2,False,UANL Tigres,Deportivo Guadalajara,1.0,0.0,0.0,0.0,footballcsv,Tigres UANL,Guadalajara
2024-01-24,2023-24,Clausura,4,False,FC Juárez,CF América,0.0,2.0,0.0,1.0,footballcsv,FC Juárez,América
2024-01-24,2023-24,Clausura,4,False,CF Monterrey,Gallos Blancos,1.0,1.0,1.0,0.0,footballcsv,Monterrey,Querétaro
2024-01-24,2023-24,Clausura,4,False,Atlético San Luis,UANL Tigres,1.0,2.0,1.0,0.0,footballcsv,Atlético San Luis,Tigres UANL
2024-01-26,2023-24,Clausura,3,False,Puebla FC,Deportivo Toluca,1.0,1.0,1.0,1.0,footballcsv,Puebla,Toluca
2024-01-26,2023-24,Clausura,3,False,Club Tijuana,Deportivo Guadalajara,1.0,1.0,1.0,0.0,footballcsv,Tijuana,Guadalajara
2024-01-27,2023-24,Clausura,3,False,Club León,Santos Laguna,3.0,2.0,0.0,1.0,footballcsv,León,Santos Laguna
2024-01-27,2023-24,Clausura,3,False,Cruz Azul,Mazatlán FC,2.0,1.0,2.0,1.0,footballcsv,Cruz Azul,Mazatlán FC
2024-01-27,2023-24,Clausura,3,False,Club Necaxa,CF América,0.0,0.0,0.0,0.0,footballcsv,Necaxa,América
2024-01-27,2023-24,Clausura,3,False,CF Monterrey,Atlético San Luis,3.0,1.0,2.0,1.0,footballcsv,Monterrey,Atlético San Luis
2024-01-28,2023-24,Clausura,3,False,Atlas Guadalajara,FC Juárez,2.0,1.0,2.0,0.0,footballcsv,Atlas,FC Juárez
2024-01-28,2023-24,Clausura,3,False,Pumas UNAM,CF Pachuca,3.0,1.0,2.0,1.0,footballcsv,Pumas UNAM,Pachuca
2024-01-28,2023-24,Clausura,3,False,Gallos Blancos,UANL Tigres,1.0,1.0,1.0,0.0,footballcsv,Querétaro,Tigres UANL
2024-01-30,2023-24,Clausura,4,False,Cruz Azul,Club Tijuana,1.0,0.0,0.0,0.0,footballcsv,Cruz Azul,Tijuana
2024-01-30,2023-24,Clausura,4,False,Mazatlán FC,Club León,2.0,2.0,2.0,1.0,footballcsv,Mazatlán FC,León
2024-01-30,2023-24,Clausura,4,False,Santos Laguna,Puebla FC,3.0,0.0,0.0,0.0,footballcsv,Santos Laguna,Puebla
2024-01-30,2023-24,Clausura,4,False,Deportivo Guadalajara,Deportivo Toluca,3.0,2.0,2.0,2.0,footballcsv,Guadalajara,Toluca
2024-01-31,2023-24,Clausura,4,False,Pumas UNAM,Club Necaxa,2.0,2.0,1.0,0.0,footballcsv,Pumas UNAM,Necaxa
2024-01-31,2023-24,Clausura,4,False,CF Pachuca,Atlas Guadalajara,4.0,3.0,3.0,2.0,footballcsv,Pachuca,Atlas
2024-02-02,2023-24,Clausura,5,False,Gallos Blancos,Cruz Azul,1.0,3.0,1.0,3.0,footballcsv,Querétaro,Cruz Azul
2024-02-02,2023-24,Clausura,5,False,Puebla FC,Mazatlán FC,3.0,2.0,1.0,1.0,footballcsv,Puebla,Mazatlán FC
2024-02-03,2023-24,Clausura,5,False,FC Juárez,Club Necaxa,2.0,2.0,1.0,1.0,footballcsv,FC Juárez,Necaxa
2024-02-03,2023-24,Clausura,5,False,CF América,CF Monterrey,1.0,1.0,1.0,1.0,footballcsv,América,Monterrey
2024-02-03,2023-24,Clausura,5,False,CF Pachuca,Club Tijuana,3.0,2.0,2.0,1.0,footballcsv,Pachuca,Tijuana
2024-02-03,2023-24,Clausura,5,False,Deportivo Toluca,Club León,4.0,1.0,3.0,0.0,footballcsv,Toluca,León
2024-02-03,2023-24,Clausura,5,False,UANL Tigres,Pumas UNAM,2.0,2.0,1.0,0.0,footballcsv,Tigres UANL,Pumas UNAM
2024-02-04,2023-24,Clausura,5,False,Atlético San Luis,Deportivo Guadalajara,0.0,2.0,0.0,1.0,footballcsv,Atlético San Luis,Guadalajara
2024-02-04,2023-24,Clausura,5,False,Atlas Guadalajara,Santos Laguna,3.0,0.0,2.0,0.0,footballcsv,Atlas,Santos Laguna
2024-02-07,2023-24,Clausura,2,False,CF Pachuca,Club León,3.0,2.0,1.0,2.0,footballcsv,Pachuca,León
2024-02-09,2023-24,Clausura,6,False,Club Tijuana,Gallos Blancos,1.0,1.0,1.0,1.0,footballcsv,Tijuana,Querétaro
2024-02-09,2023-24,Clausura,6,False,Mazatlán FC,Atlas Guadalajara,2.0,0.0,0.0,0.0,footballcsv,Mazatlán FC,Atlas
2024-02-10,2023-24,Clausura,6,False,Club Necaxa,Deportivo Toluca,3.0,3.0,2.0,1.0,footballcsv,Necaxa,Toluca
2024-02-10,2023-24,Clausura,6,False,Deportivo Guadalajara,FC Juárez,2.0,1.0,1.0,0.0,footballcsv,Guadalajara,FC Juárez
